applicant_age,applicant_income,coapplicant_income,loan_amount,loan_term,credit_history,employment_status,education,marital_status,dependents,property_area,self_employed,existing_loans,monthly_expenses,savings,debt_to_income_ratio,loan_status,risk_category
27,53613,0,34000,60,0,Employed,Graduate,Single,3,Semiurban,Yes,2,20922,28532,0.55,Rejected,High Risk
41,44777,0,20000,60,1,Employed,Not Graduate,Single,0,Urban,No,1,15576,40310,0.46,Approved,Low Risk
37,31418,13275,39000,240,1,Employed,Not Graduate,Married,2,Urban,No,1,12409,48891,0.47,Approved,Low Risk
39,99170,42850,156000,36,1,Unemployed,Graduate,Married,1,Semiurban,No,1,30453,63599,0.38,Approved,Low Risk
30,89968,10915,30000,36,1,Employed,Not Graduate,Married,1,Rural,Yes,0,53534,162883,0.6,Approved,Low Risk
46,70902,0,82000,60,1,Employed,Not Graduate,Married,1,Urban,Yes,0,13735,172715,0.2,Approved,Low Risk
36,25967,0,19000,36,1,Unemployed,Graduate,Married,0,Urban,No,0,7267,24304,0.28,Approved,Low Risk
36,56598,0,57000,60,1,Employed,Graduate,Single,2,Semiurban,No,0,27387,41955,0.48,Approved,Low Risk
41,25331,40179,30000,48,0,Employed,Not Graduate,Married,4,Semiurban,Yes,2,11587,15325,0.62,Rejected,High Risk
26,30722,15755,42000,84,1,Employed,Not Graduate,Married,4,Semiurban,No,1,16444,65735,0.62,Approved,Medium Risk
31,46619,31133,40000,180,1,Unemployed,Not Graduate,Married,2,Urban,No,2,19705,25956,0.59,Rejected,Medium Risk
51,38619,17403,72000,60,1,Unemployed,Not Graduate,Married,2,Urban,No,0,15357,30760,0.44,Rejected,Low Risk
38,58322,0,48000,120,1,Unemployed,Graduate,Single,1,Urban,No,1,15161,54558,0.33,Approved,Low Risk
40,88451,24494,184000,60,,Employed,Graduate,Married,2,Rural,No,3,31524,0,0.58,Rejected,High Risk
38,39545,0,42000,12,,Employed,Not Graduate,Married,0,Semiurban,Yes,4,16492,32386,0.72,Rejected,High Risk
42,36774,0,15000,24,1,Unemployed,Not Graduate,Single,1,Semiurban,No,3,16074,76398,0.69,Rejected,High Risk
36,141719,26791,185000,60,1,Employed,Graduate,Married,0,Semiurban,No,1,46955,74632,0.41,Approved,Low Risk
46,34418,20771,14000,60,1,Employed,Graduate,Married,0,Rural,No,2,7382,27949,0.36,Approved,Low Risk
34,80521,34865,104000,360,1,Unemployed,Graduate,Married,4,Urban,No,1,33632,183267,0.49,Approved,Low Risk
40,50562,17394,75000,180,0,Employed,Graduate,Married,4,Rural,No,0,25350,13813,0.51,Rejected,High Risk
43,33711,0,,36,1,Unemployed,Not Graduate,Married,1,Semiurban,No,0,16854,26964,0.51,Rejected,Medium Risk
31,54676,0,17000,36,0,Employed,Graduate,Married,3,Urban,No,1,29890,35064,0.63,Approved,High Risk
33,31664,25146,72000,120,,Employed,Graduate,Married,4,Urban,No,0,15490,14774,0.49,Approved,Low Risk
23,80867,0,103000,48,1,Employed,Graduate,Single,4,Urban,Yes,3,40323,165585,0.74,Rejected,High Risk
34,53210,13145,53000,84,0,Unemployed,Not Graduate,Married,2,Rural,No,0,23919,29169,0.45,Rejected,High Risk
52,55305,15629,38000,60,1,Employed,Not Graduate,Married,1,Semiurban,Yes,0,24036,45701,0.46,Approved,Low Risk
28,62299,0,45000,60,1,Employed,Graduate,Married,1,Rural,No,0,29030,94169,0.47,Approved,Low Risk
46,37625,0,44000,36,1,Unemployed,Not Graduate,Single,1,Urban,No,1,16529,28175,0.51,Rejected,High Risk
39,48509,64784,114000,180,0,Employed,Graduate,Married,1,Urban,No,2,14237,24687,0.45,Approved,Medium Risk
30,52755,0,,36,1,Unemployed,Graduate,Married,0,Semiurban,No,2,22934,54338,0.58,Approved,Medium Risk
51,94214,0,70000,36,1,Employed,Not Graduate,Single,1,Semiurban,No,0,43121,114792,0.47,Approved,Low Risk
54,19619,0,11000,60,1,,Graduate,Married,3,Semiurban,No,0,8820,0,0.48,Rejected,High Risk
26,34233,18709,,240,1,Unemployed,Graduate,Married,1,Urban,No,2,10508,13590,0.46,Rejected,Medium Risk
29,27830,0,10000,24,1,Employed,Graduate,Single,3,Rural,No,0,13126,34964,0.49,Approved,Low Risk
48,86558,46159,102000,120,1,Employed,Not Graduate,Married,1,Semiurban,No,1,35500,54320,0.49,Approved,Low Risk
32,20582,13090,25000,24,1,Employed,Graduate,Married,0,Rural,No,1,6432,41039,0.39,Approved,Low Risk
26,38828,29780,123000,36,1,Employed,Not Graduate,Married,1,Rural,No,0,17906,75248,0.47,Approved,Low Risk
42,32409,23339,36000,48,1,Employed,Not Graduate,Married,2,Urban,No,1,14924,48296,0.56,Approved,Low Risk
41,61395,0,82000,180,1,Unemployed,Not Graduate,Married,0,Semiurban,No,0,28118,40660,0.46,Approved,Low Risk
27,41506,12064,66000,180,0,Employed,Graduate,Married,1,Urban,No,0,11283,8695,0.29,Rejected,High Risk
43,123029,0,150000,180,1,Unemployed,Not Graduate,Single,1,Semiurban,No,0,61137,0,0.51,Rejected,High Risk
38,31463,0,28000,36,1,Unemployed,Graduate,Married,3,Rural,No,0,11008,28146,0.37,Approved,Low Risk
36,82092,0,84000,120,1,Employed,Not Graduate,Married,4,Semiurban,No,0,26669,130506,0.34,Approved,Low Risk
21,41628,0,57000,60,1,Unemployed,Graduate,Single,3,Semiurban,No,0,19646,54177,0.49,Rejected,Medium Risk
39,48320,25710,49000,360,,Unemployed,Graduate,Married,4,Urban,No,1,18966,45639,0.5,Approved,Low Risk
42,42679,53496,76000,84,1,Unemployed,Not Graduate,Married,2,Semiurban,No,2,14345,36529,0.49,Approved,Low Risk
46,80921,52103,51000,60,1,Employed,Graduate,Married,1,Urban,No,0,25297,90971,0.33,Approved,Low Risk
37,84475,0,75000,24,1,Employed,Not Graduate,Married,1,Urban,No,0,37168,138275,0.44,Approved,Low Risk
32,40265,0,14000,180,1,Employed,Not Graduate,Married,4,Urban,No,0,22987,49411,0.57,Approved,Low Risk
41,32697,0,23000,84,1,Employed,Graduate,Married,0,Semiurban,No,0,10101,0,0.31,Approved,Medium Risk
36,24154,25863,34000,84,1,Employed,Not Graduate,Married,4,Rural,No,0,9980,34519,0.41,Approved,Low Risk
38,17340,36019,41000,48,1,Employed,Not Graduate,Married,0,Rural,No,1,8635,36217,0.58,Approved,Medium Risk
30,33466,0,11000,48,1,Employed,Not Graduate,Married,2,Rural,No,3,13685,52080,0.67,Rejected,High Risk
55,58806,41516,143000,84,1,Employed,Graduate,Married,2,Semiurban,No,0,27227,104994,0.46,Approved,Low Risk
37,91897,0,40000,120,0,Unemployed,Not Graduate,Single,3,Semiurban,No,1,36843,30978,0.49,Rejected,High Risk
37,52932,0,24000,60,1,Employed,Graduate,Single,3,Urban,No,2,19905,34015,0.53,Approved,Low Risk
49,134660,0,84000,48,1,Employed,Graduate,Married,,Semiurban,Yes,0,49363,185766,0.37,Approved,Low Risk
46,35919,0,42000,48,1,Employed,Not Graduate,Married,0,Rural,No,0,19516,0,0.58,Rejected,High Risk
49,55610,0,34000,360,1,Employed,Not Graduate,Single,3,Semiurban,No,2,27078,65118,0.64,Approved,Low Risk
51,44114,24603,64000,60,1,Employed,Graduate,Married,4,Semiurban,No,4,17487,31046,0.74,Rejected,High Risk
40,53052,0,16000,360,1,Employed,Not Graduate,Single,3,Urban,No,0,18109,75138,0.34,Approved,Low Risk
33,57141,0,47000,240,1,Unemployed,Graduate,Single,2,Urban,No,2,28585,87874,0.65,Rejected,Medium Risk
28,47847,0,60000,60,0,Employed,Graduate,Married,2,Rural,No,0,19401,0,0.41,Rejected,High Risk
33,33773,91526,41000,36,1,Employed,Graduate,Married,3,Urban,No,1,18936,13399,0.64,Approved,Low Risk
24,57703,17883,43000,84,1,Employed,Graduate,Married,2,Urban,Yes,0,23215,80864,0.44,Approved,Low Risk
33,23456,15210,30000,36,1,Employed,Graduate,Married,4,Rural,Yes,1,8715,74238,0.47,Approved,Low Risk
43,46409,0,25000,12,1,Employed,Not Graduate,Single,1,Rural,No,4,16946,93513,0.68,Rejected,High Risk
43,41933,26378,42000,60,1,Employed,Graduate,Married,4,Semiurban,No,4,22543,90035,0.84,Rejected,Medium Risk
37,52640,35313,106000,60,,Employed,Not Graduate,Married,4,Urban,No,2,16669,18954,0.47,Rejected,High Risk
33,88303,29883,47000,120,0,Employed,Graduate,Married,0,Urban,No,0,40271,29434,0.46,Approved,Low Risk
31,32629,0,18000,120,1,Employed,Not Graduate,Married,2,Rural,No,1,11834,28100,0.49,Approved,Low Risk
39,55745,0,20000,36,1,Employed,Graduate,Single,0,Urban,Yes,2,23478,76704,0.6,Approved,Low Risk
50,191272,25826,399000,180,1,Employed,Not Graduate,Married,1,Urban,Yes,2,85616,191828,0.64,Rejected,Low Risk
51,67526,43382,36000,36,1,Unemployed,Not Graduate,Married,1,Rural,No,0,29986,82179,0.44,Approved,Low Risk
35,79694,0,41000,60,1,Employed,Graduate,Single,4,Semiurban,No,0,37957,62775,0.5,Approved,Low Risk
21,53692,32213,127000,12,1,Employed,Not Graduate,Married,1,Urban,No,0,14057,62768,0.3,Approved,Low Risk
33,82194,0,91000,24,0,Employed,Graduate,Single,4,Urban,No,1,34935,35708,0.56,Rejected,High Risk
54,29904,16462,46000,120,1,Employed,Not Graduate,Married,1,Rural,Yes,0,13295,0,0.44,Rejected,High Risk
